id,description,hierarchy_levels,type
000f1d3d-220f-4789-9c0a-cc742521fb02,Haskell,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
00506f28-e884-4496-800c-3477c67eb355,sport and exercise medicine,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
00920055-eb50-4cb8-a23d-3deedbf3753e,enterprise risk management,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
00c04e40-35ea-4ed1-824c-82f936c8f876,Incremental development,"[['K', 'K04', 'K041', 'K0413'], ['K', 'K06', 'K061', 'K0613']]",preferredLabel
00c51318-4ea9-4d37-9cd8-74680583d203,use of special equipment for daily activities,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
00c85cbc-2b24-4605-a6fe-55b5c615e3fe,sawing techniques,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
00eefa32-9f77-4500-abe9-20afc7924a9d,cold vulcanisation,"[['K', 'K07', 'K071', 'K0711']]",preferredLabel
0132ac4f-ffac-4396-8b56-052fde0c9d73,types of barley,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
013441c1-1f13-47e9-80c4-9a53e8e1bc05,KDevelop,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
0189f448-179e-47cc-9716-c5c3ac4b1aec,Absorb (learning management systems),"[['K', 'K06', 'K061', 'K0612'], ['K', 'K04', 'K041', 'K0413']]",preferredLabel
0196d283-9b1a-43a5-b219-43580c7cf560,cosmetics ingredients,"[['K', 'K10', 'K101', 'K1012']]",preferredLabel
01a6e6ae-32d5-440a-bdb3-c9ed8a1f57c0,human dynamics as part of hospitality security,"[['K', 'K10', 'K103', 'K1032']]",preferredLabel
01d80f57-3906-44e9-8592-fd1bd8a35808,medico-biological and medical sciences related to dentistry,"[['K', 'K09', 'K091', 'K0911']]",preferredLabel
01e66e1c-97d9-4829-bee1-f3ab649161e8,biomedical science,"[['K', 'K07', 'K071', 'K0711'], ['K', 'K05', 'K051', 'K0512']]",preferredLabel
02137a68-6860-45e8-8e4d-38db467bb8b6,human factors regarding safety,"[['K', 'K10', 'K102', 'K1022']]",preferredLabel
0227a4f4-f979-4e5a-bd11-93744f339246,types of digesters,"[['K', 'K05', 'K053', 'K0531']]",preferredLabel
023f4870-b417-4bd2-b0ae-78e61587c79f,geomatics,"[['K', 'K05', 'K053', 'K0532']]",preferredLabel
023faef3-0633-436d-8b91-389c45c1421c,contamination exposure regulations,"[['K', 'K10', 'K102', 'K1021']]",preferredLabel
024037ca-96a9-4cb8-ba86-2cd5a209c90a,Maltego,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
027f47ba-2435-47dc-9fd3-5f05c6a52e93,styles of boxes,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
02bf9522-bd6e-4482-be03-1827483be21a,first aid for animals,"[['K', 'K08', 'K084', 'K0841']]",preferredLabel
02c71cde-f513-43da-8952-0974763c7568,circuit diagrams,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
02e1ca57-0715-438b-886d-f0f938ac3efc,sand blasting machine parts,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
03006fd3-254f-44bc-aa8f-dfe1c727463e,cardiovascular system,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
0302f93a-0d38-4c00-bc37-eda17b6316ea,biosecurity related to animals,"[['K', 'K09', 'K091', 'K0912'], ['K', 'K08', 'K084', 'K0841']]",preferredLabel
032b0bed-22b1-456b-8009-91e6b838fe45,geological mapping,"[['K', 'K05', 'K053', 'K0532']]",preferredLabel
034c29fa-c3ba-45ea-b8f3-bf8e3705e386,Erlang,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
035afc40-e8fc-448f-b287-1a973fb5aa93,manufacturing of taps and valves,"[['K', 'K10', 'K102', 'K1021']]",preferredLabel
038a6d0f-787f-4f71-aac6-bd54e16c57cf,history of tobacco,"[['K', 'K02', 'K022', 'K0222']]",preferredLabel
03d8e93a-861a-45d3-a2d6-80781d6af1c9,hair cutting techniques,"[['K', 'K10', 'K101', 'K1012']]",preferredLabel
03f922b0-d518-457d-8f2c-80252a714be1,criminology,"[['K', 'K03', 'K031', 'K0314']]",preferredLabel
03ff0d53-573a-47a0-a0ad-1995815a4339,information structure,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
04012dd1-478d-4eec-9951-dd623bfe86ca,climate smart agriculture,"[['K', 'K08', 'K081', 'K0811']]",preferredLabel
0435fe96-523f-4888-a76f-22df1e92d9c4,photogrammetry,"[['K', 'K07', 'K073', 'K0731']]",preferredLabel
04455dce-a796-4a1f-bd07-ad42bdbda180,forensic pathology,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
0449bf39-a288-4ecc-823a-3d194be5e932,techniques of blood-sampling,"[['K', 'K09', 'K091', 'K0913']]",preferredLabel
0450eaee-1a00-4622-8f4e-5356fce816d2,hygiene in a health care setting,"[['K', 'K10', 'K102', 'K1022']]",preferredLabel
049115cd-da38-499e-8544-4afdb6a4abee,monasticism,"[['K', 'K02', 'K022', 'K0221']]",preferredLabel
04b9627c-80a2-4723-9f07-46e76e11d09a,tramway regulations,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
04cda8e8-e06b-4c91-bbb5-27414dc1cf14,embargo regulations,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
04f1b938-d4d4-4cb1-a863-982af76b9d93,SAS language,"[['K', 'K05', 'K054', 'K0542'], ['K', 'K06', 'K061', 'K0613']]",preferredLabel
0524a62d-96bb-45f5-b7c6-baacbef31af9,fish grading,"[['K', 'K08', 'K083', 'K0831']]",preferredLabel
0550431f-9c8b-4204-9c45-59bc5feacf06,continuous improvement philosophies,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
05515233-5b76-481e-af0c-369142c2f86b,otorhinolaryngologic conditions,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
0590ae63-2218-4ef9-9753-4393487772b3,materials in porcelain manufacturing,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
059b2748-e1df-43d2-8a08-0331fb8d0ddf,types of cargo,"[['K', 'K10', 'K101', 'K1015']]",preferredLabel
059d0c45-3ad3-440e-a20d-63ecbece9336,knitting machine technology,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
05b70efb-6b80-4f04-9a25-67cd317daf37,CryEngine,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
05caf274-8edf-42d9-8de3-c350f6e3c703,extrusion processes,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
05e432cf-ac9d-4596-8b1b-2cea064e801e,typology of meat parts,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
05e5e14f-ffa6-4106-b311-c6335ccc2bd2,solar energy,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
05e975d0-bbdb-4822-8da9-3153bfcfb52b,eating disorders,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
05fc6f8d-639c-4329-a6de-dfdd800ed091,customer insight,"[['K', 'K04', 'K041', 'K0414']]",preferredLabel
05fd5f15-5bde-472d-9e1c-5aaa4f59c2a8,crimping,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
064018ab-0192-441b-92a5-43c2328e9be2,electrical mine machinery manuals,"[['K', 'K07', 'K072', 'K0724']]",preferredLabel
064493f5-894a-4346-a2dd-833da0fbe43f,footwear finishing techniques,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
066ea964-3f3b-42f2-b6a6-38d0726dbcc1,surgical instruments,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
069dd599-cc57-451f-b7c4-b93d01faa2e8,molecular and cellular immunology,"[['K', 'K09', 'K091', 'K0912'], ['K', 'K05', 'K051', 'K0511']]",preferredLabel
06bd47bc-d9f3-4517-8e34-c55c2e81f8c2,workplace sanitation,"[['K', 'K10', 'K102', 'K1021']]",preferredLabel
06d63a6c-3786-48ae-98f6-71acbe49958c,wet tumbling,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
06f33d6a-f7a7-4a2b-baa5-8c3c53bd1a9c,keywords in digital content,"[['K', 'K06', 'K061', 'K0611']]",preferredLabel
06f46a6e-62d3-4ca0-bedb-cb4c021c14ee,legal studies,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
07022138-d9c9-48cb-81da-6a18cba5c3be,theoretical lexicography,"[['K', 'K02', 'K023', 'K0232']]",preferredLabel
071c7f1d-f659-4b96-a222-b21012297f3b,energy market,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
073a58a6-08b5-4727-abd0-890ce615af77,protection from natural elements,"[['K', 'K05', 'K052', 'K0522']]",preferredLabel
07469451-ae47-49af-98ea-99f8ef9d283c,general principles of food law,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
075c68d7-efe4-4466-be4a-9acc726504df,mergers and acquisitions,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
07627684-2705-422f-9b31-346171eac852,horse racing regulation,"[['K', 'K10', 'K103', 'K1032']]",preferredLabel
0764b28d-04ee-4e80-bf58-b737f02a63e0,captioning software,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
07862bb1-835a-4f14-9245-17717dc550a8,technical equipment for crop production,"[['K', 'K08', 'K081', 'K0811']]",preferredLabel
078e6210-224d-4331-9c8e-f881259b6bb0,safe use of pesticides,"[['K', 'K08', 'K081', 'K0811']]",preferredLabel
07aa096a-bb4e-4380-b9f2-97fd70da2a82,glass tempering,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
07ad40ef-1336-4c0c-abd5-1001773c0eda,electrooptic devices,"[['K', 'K05', 'K053', 'K0533']]",preferredLabel
07b83472-11f3-45f8-8855-987aa600581f,electron beam welding machine parts,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
07d1dd29-4954-48f0-b807-6df53a7bceb2,theories of personality,"[['K', 'K03', 'K031', 'K0313']]",preferredLabel
080a3bf6-c8e8-481e-b97e-8fbc964ebab7,typography,"[['K', 'K02', 'K023', 'K0232']]",preferredLabel
081513d0-7bad-4942-b8fb-1c24d9991fde,mechanical forging press parts,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
0815979a-6506-47e2-951c-912414c98cbc,national population census,"[['K', 'K03', 'K031', 'K0314']]",preferredLabel
081d7679-5070-4777-bece-a28c49f15636,environmental policy,"[['K', 'K05', 'K052', 'K0521']]",preferredLabel
0833f2b7-b513-4d81-a93a-f9dee77d4fe1,market trends in sporting equipment,"[['K', 'K04', 'K041', 'K0414']]",preferredLabel
08371fe9-c658-4f6a-966f-71dbb0ab683d,accounting department processes,"[['K', 'K04', 'K041', 'K0411'], ['K', 'K04', 'K041', 'K0412']]",preferredLabel
08591546-e9bc-47fc-97b3-8663b3713a5f,clinical reports,"[['K', 'K09', 'K091', 'K0913']]",preferredLabel
085bfce5-70fe-43da-9499-307725e89bbc,WizIQ,"[['K', 'K06', 'K061', 'K0612'], ['K', 'K04', 'K041', 'K0413']]",preferredLabel
089ddb19-1c7a-43ff-ba64-070f7ce4787a,warehouse operations,"[['K', 'K04', 'K041', 'K0416']]",preferredLabel
08b4e1c1-eddd-4495-94ea-510c310a5fe6,kosher slaughtering practices,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
08bd8e7b-9f94-4c94-b98f-9c1aedc483af,quality prototype of a tobacco leaf,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
08deb446-76f3-4fa2-bd01-dd368c66880d,optical equipment standards,"[['K', 'K10', 'K103', 'K1032']]",preferredLabel
08dede9c-570a-462a-931a-481aef87fd6d,livestock reproduction,"[['K', 'K08', 'K081', 'K0811']]",preferredLabel
08f85a8c-c50c-4c97-b456-2fdda7f6a973,preventive medicine,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
08fe5910-8c4c-4679-a988-eb2ded3c4909,labour legislation,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
090b7d62-bd5b-48c8-a339-d33e7992a9ca,swaging machine types,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
09121179-fd6e-4796-91e7-afd9f64315cc,public service concession,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
09169f97-5c9a-413e-8aa3-5af953ba3a04,buttonholing,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
0939079f-e4dc-46c3-94fa-5155fc34c888,acoustical engineering,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
094ef6aa-844f-44ce-8456-fdc49276bf58,digital printing,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
09529105-30ab-4b92-b394-18a8607a57c8,osteology,"[['K', 'K02', 'K022', 'K0222']]",preferredLabel
095cf302-1542-49fa-92f9-b7f212edf1a1,renal diseases,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
09637f9c-ad8c-42ff-94d8-6a5a81d1dfd1,types of sanders,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
09708bab-8485-40db-a004-9d286815f781,types of waxes,"[['K', 'K05', 'K053', 'K0531']]",preferredLabel
09b7de14-3aa8-493c-87f4-4eeb76daf800,navy operations,"[['K', 'K10', 'K103', 'K1031']]",preferredLabel
09c23d60-a248-4f3a-b1d1-e9c041b97729,animal acquisition,"[['K', 'K08', 'K084', 'K0841']]",preferredLabel
09cf2c34-6f93-4a19-a9f1-c0d866414bcc,Cain and Abel (penetration testing tool),"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
09dea77e-870c-49eb-9a97-1398bee57bd0,cleaning industry health and safety measures,"[['K', 'K10', 'K102', 'K1021']]",preferredLabel
09e66cd3-1eb2-4653-b07f-d919cf990962,radiation effects on human body,"[['K', 'K09', 'K091', 'K0914']]",preferredLabel
09f2f811-a3fb-4de3-a70f-6420a6935575,systems development life-cycle,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
09f4c52b-ac72-4f0e-a8ae-78bb1d7bffba,transportation software related to an ERP system,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
0a14bbb7-6f92-4fb1-8f87-a5353b662e1b,visual flight rules,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
0a48d064-dd04-47fb-a00d-85e9b4874033,business management principles,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
0a917ad8-5cbd-442b-9b84-e9f6e4c13f17,foreign affairs policy development,"[['K', 'K03', 'K031', 'K0311']]",preferredLabel
0a9acb6b-1139-4be9-b431-3a80a959f2f4,Agile project management,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
0aa38c07-644b-4f81-8014-924ea3cc8dc5,pharmaceutical legislation,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
0aabb61b-5382-490a-bf44-375858f9cd3e,types of tidal stream generators,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
0aabcae7-71de-456e-8e38-d9e40a4e0272,modern power signalling systems,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
0ab03c6c-281b-48f4-83e0-10eeb27a1bae,network management system tools,"[['K', 'K06', 'K061', 'K0612'], ['K', 'K07', 'K071', 'K0714']]",preferredLabel
0ab9d433-10e5-4683-ae54-4687179a5259,literature,"[['K', 'K02', 'K023', 'K0232']]",preferredLabel
0af93aed-bb3e-4ce7-ad77-a41139c7e7c5,canvassing methods,"[['K', 'K04', 'K041', 'K0414']]",preferredLabel
0b0c4b57-9034-490f-9071-5f761ec93d38,Christianity,"[['K', 'K02', 'K022', 'K0221']]",preferredLabel
0b2de99d-e762-4b15-ac4c-0e0063329b23,locomotive brake applications,"[['K', 'K07', 'K071', 'K0716']]",preferredLabel
0b472dad-1a3f-456e-99ba-de5ffe8665c2,non-ferrous metal processing,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
0b4d52be-fb79-4a6c-8177-799f1214aae5,appropriate packaging of dangerous goods,"[['K', 'K07', 'K071', 'K0711']]",preferredLabel
0b4f100c-813d-4eec-8aa5-4227bb98c635,ship related legislative requirements,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
0b4f9939-4c27-4743-9158-ea1ceccb46b4,physical parts of the vessel,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
0b95eb5d-f3eb-4387-a0bb-094a394196c7,refrigerants,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
0bb4b474-da3a-45ce-9de3-0c964d84e73f,soldering techniques,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
0bc42cda-a6f0-4cac-9b34-7911faba0bd4,microbiology-bacteriology,"[['K', 'K05', 'K051', 'K0511']]",preferredLabel
0bd4c62a-c309-467e-be76-8403b3f3a1a8,financial products,"[['K', 'K04', 'K041', 'K0412']]",preferredLabel
0bdf0aad-cde4-4885-a2a4-af3e28cc9557,neurological surgery,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
0be7c835-a562-416f-8c35-67abd0995b4d,swaging processes,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
0c0488b3-fca5-4deb-865b-8dc605c3d909,sales argumentation,"[['K', 'K04', 'K041', 'K0414'], ['K', 'K04', 'K041', 'K0416']]",preferredLabel
0c04d550-a4bb-439d-9333-2d5ef7a08d9a,ophthalmological examination methods,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
0c26b755-d60c-4efc-96ff-7767160fba06,flute sizes,"[['K', 'K02', 'K021', 'K0214']]",preferredLabel
0c4ab800-2daf-4feb-b34e-4e86a2eff2ce,cultural customs on food preparation,"[['K', 'K07', 'K072', 'K0721']]",preferredLabel
0c77bcd5-b94a-475d-98e9-5a4327e4d726,statistical process control,"[['K', 'K05', 'K054', 'K0542']]",preferredLabel
0c9f20cb-32fb-4ff7-877e-508762791151,RAGE (digital game creation systems),"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
0ca56d28-7453-493a-ae67-b4f37349d5e9,compaction techniques,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
0ccdfe98-f845-4598-84a1-3dca66e9d9a3,Ruby (computer programming),"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
0cd07ad3-642c-4073-812f-3842dffcd920,procedural law,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
0cd6dcf1-5778-42a5-b685-4d01ae4a4871,Common Lisp,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
0cf27a00-947f-473d-af1a-24028c17ba27,international regulations for cargo handling,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
0cf4c414-891e-4030-a3c3-898643bf20fc,footwear and leather goods marketing planning,"[['K', 'K04', 'K041', 'K0414']]",preferredLabel
0cfcc95d-9f60-481b-8f53-f11d0f53f06b,pathologies treated by acupuncture,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
0d0fe364-462d-48dd-b54b-e972e2bdecb1,types of insulation material,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
0d168770-4d9c-4096-b048-a6577818d306,Apache Maven,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
0d254d2f-f6c7-49ac-be0d-a2651c222f7a,precious metals,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
0d564cb6-98ef-4c18-9392-dd69e6724cbf,risk transfer,"[['K', 'K04', 'K041', 'K0412']]",preferredLabel
0d73a5c0-7f95-4ede-92f3-eac434a970a9,marine engineering,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
0d9c959a-cdd4-41f7-aa82-5e2e25b27e3f,social work theory,"[['K', 'K09', 'K092', 'K0923']]",preferredLabel
0da6cab1-0ee9-4391-a299-f71fbf21db56,ICT network routing,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
0daaf096-1639-461c-bf1a-bbeea77e6b67,internal risk management policy,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
0db1a833-e4b7-4cae-9c6f-ddcdd4326e85,geographic areas,"[['K', 'K05', 'K053', 'K0532']]",preferredLabel
0dd812f3-d012-435a-9c2a-09a9bc82e6bc,materials used in stoneware manufacturing,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
0de61385-de6d-4146-ba32-1cc1bc102220,Lisp,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
0e0eec3f-0a8b-4cfe-b86d-925bde288bc4,items specialty available for auction,"[['K', 'K04', 'K041', 'K0416']]",preferredLabel
0e13adb5-f135-429b-94c3-24cc1cf1b1ac,types of stone for working,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
0e31da4d-591b-46c6-b89f-ff1812c1f67b,history of theology,"[['K', 'K02', 'K022', 'K0221'], ['K', 'K02', 'K022', 'K0222']]",preferredLabel
0e361e34-c563-4892-b9d3-873a6a4fef8a,digital game genres,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
0e62eba3-d076-47e5-b22d-340a8faccb3b,assistive technology in education,"[['K', 'K01', 'K018', 'K0188']]",preferredLabel
0e78d9c9-7c3c-4c5c-82cb-205c16edbcb8,green computing,"[['K', 'K07', 'K071', 'K0712']]",preferredLabel
0e7f7009-6633-47a0-ab39-b04e9436daef,musculoskeletal anatomy,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
0e8d16c9-e2db-4862-ac06-1567f01ef806,building systems monitoring technology,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
0e9e3a56-3b26-4fa5-91df-6d9bfbea4259,electronic test procedures,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
0eb3807c-acdf-47fe-8853-32a29c7bba27,psychiatric diagnostics,"[['K', 'K09', 'K091', 'K0914']]",preferredLabel
0ebcef42-ad74-438d-b435-87fd734b4d72,parasitology,"[['K', 'K05', 'K051', 'K0511']]",preferredLabel
0ee94c0a-3716-494a-95a2-dcbab9e58be2,business requirements techniques,"[['K', 'K04', 'K041', 'K0413']]",preferredLabel
0ef924c5-1ecb-4f94-b059-7516756a55ff,types of pallets,"[['K', 'K02', 'K021', 'K0213']]",preferredLabel
0f00f63f-3ab4-4057-b92f-500584b51757,Informatica PowerCenter,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
0f040ee7-075c-4986-9a6c-d20f846d69d6,rail construction engineering,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
0f16809e-a1a4-46a4-ae8e-058f5d0d358a,prototyping in the wearing apparel industry,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
0f2cb38a-6e97-4f49-80f7-1da9e5835ed0,buffing motions,"[['K', 'K07', 'K071', 'K0715']]",preferredLabel
0f4c6e98-2eea-4e45-931d-c20a27f8f327,animal transport regulations,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
0f5374e3-0b9b-4b16-af7a-49654ce0bb15,human-robot collaboration,"[['K', 'K07', 'K071', 'K0714']]",preferredLabel
0f58f88f-d46d-45d7-b0a1-46364e5f7013,plumbing tools,"[['K', 'K07', 'K073', 'K0732']]",preferredLabel
0f69d0b1-b2a4-4e38-8281-cba49b718303,occupational medicine,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
0f850624-ae28-47c2-ab80-484290a96aea,metal and metal ore products,"[['K', 'K07', 'K071', 'K0715'], ['K', 'K04', 'K041', 'K0416']]",preferredLabel
0f9098d1-9bcd-453c-a9ec-e8b635705976,woodworking processes,"[['K', 'K07', 'K072', 'K0722']]",preferredLabel
0f9958d2-f700-4f62-b90b-a5873cb5ae4c,systems thinking,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
0f997f18-7304-4f0c-b0f0-6468f953d52d,procedures associated with different air navigation areas,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
0faefe0b-17d1-4fa7-87ee-3c21096765c0,horse riding equipment,"[['K', 'K07', 'K072', 'K0723']]",preferredLabel
0fb63e16-f674-4b96-9954-b9d63b666650,variety of botanicals,"[['K', 'K05', 'K051', 'K0511']]",preferredLabel
0fb753a1-2ef2-4429-84d2-ecb2b24daf7a,Apache Tomcat,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
0fc46898-7875-4e60-93a6-fcc7f2c11579,water currents,"[['K', 'K08', 'K083', 'K0831']]",preferredLabel
0ffed47f-d320-48cf-988d-40449825085c,counselling methods,"[['K', 'K09', 'K092', 'K0923']]",preferredLabel
1019423b-3368-4f83-b24f-19e5fa23e816,software UI design patterns,"[['K', 'K06', 'K061', 'K0611'], ['K', 'K06', 'K061', 'K0613']]",preferredLabel
103770db-5ed7-4208-ac72-cf174dd677e9,childbirth,"[['K', 'K09', 'K091', 'K0913']]",preferredLabel
104f5817-978e-419a-a32b-5b5ccfc0f3bb,complementary and alternative medicine,"[['K', 'K09', 'K091', 'K0912'], ['K', 'K09', 'K091', 'K0917']]",preferredLabel
10643a25-303a-46fb-bc8e-2acb9d4e7a7d,balneotherapy,"[['K', 'K09', 'K091', 'K0915']]",preferredLabel
106b9659-4b9a-4ce2-8d16-80add5bf81b0,energy transformation,"[['K', 'K07', 'K071', 'K0713']]",preferredLabel
10c42c72-ecaa-414c-a014-7e97fcecae8d,reprography,"[['K', 'K02', 'K021', 'K0211']]",preferredLabel
10f08e82-ee2f-4790-a43d-5fd3f9b8a392,biomedicine,"[['K', 'K05', 'K051', 'K0512']]",preferredLabel
10ff3d22-1f29-48bc-98e4-63fc61c78034,social alliances,"[['K', 'K03', 'K031', 'K0314']]",preferredLabel
1110c92f-3059-445a-9436-0f4200d365f5,Sass,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
11190c86-bf63-4d98-be9a-fbee97c9f93a,dermatology,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
112a2d79-fff0-4b9b-92e9-7fe40cd6104b,audiometry,"[['K', 'K09', 'K091', 'K0914']]",preferredLabel
11335fcc-23af-4afe-bfaf-c0c25abcb5b0,biological haematology,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
117373c8-f04b-4fff-8683-aebe36edac81,hardware platforms,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
1177c6f5-09c5-4c35-873c-afd22d170ad3,quality assurance procedures,"[['K', 'K04', 'K041', 'K0417']]",preferredLabel
118a9b27-1c5a-4214-b685-1a4d9e6365ea,computer forensics,"[['K', 'K06', 'K061', 'K0611']]",preferredLabel
119acb15-fff5-4475-80fe-d7de24023909,political parties,"[['K', 'K03', 'K031', 'K0312']]",preferredLabel
11cbcf7f-8dc3-4c9a-9ec1-37f51b5cbc19,international trade,"[['K', 'K04', 'K041', 'K0416']]",preferredLabel
11e2378a-ccc0-45a5-993c-23eb65f9e1ce,blood donation,"[['K', 'K09', 'K091', 'K0913']]",preferredLabel
11eebd42-44ab-401d-8a2c-bdb9fc9beb50,information security strategy,"[['K', 'K06', 'K061', 'K0612']]",preferredLabel
1236128d-9bb4-4d94-bc1e-40fd14824280,medicines,"[['K', 'K09', 'K091', 'K0912']]",preferredLabel
1289bd81-8daf-4e7c-bb46-6bbfe9141c49,legislation about animal origin products,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
12adba20-07ba-40af-ad41-48f730af3851,radioactive contamination,"[['K', 'K05', 'K053', 'K0533']]",preferredLabel
12c7b323-d870-4f5b-9d7d-d9f525206d77,production processes,"[['K', 'K07', 'K079', 'K079']]",preferredLabel
12c82224-6394-4c3c-9831-2a8198ed1274,optical character recognition software,"[['K', 'K06', 'K061', 'K0613']]",preferredLabel
12d1d724-b832-4193-823f-c6ff0deedec1,interpreting modes,"[['K', 'K02', 'K023', 'K0231']]",preferredLabel
12d7ea6f-ec1f-4f9a-a50b-8e2e9693f068,hazardous materials transportation,"[['K', 'K10', 'K104', 'K1041']]",preferredLabel
1334fb4f-8554-417b-be8e-93bdec4be6f1,"maxillo-facial, oral, and dental surgery","[['K', 'K09', 'K091', 'K0911']]",preferredLabel
1349751e-dfb5-492e-89af-e7d9bd2546ac,patents,"[['K', 'K04', 'K042', 'K0421']]",preferredLabel
135192cb-84e4-4b70-8946-fbe5041b26cd,learning needs analysis,"[['K', 'K01', 'K011', 'K0113']]",preferredLabel
